	User_GO:IDS	User_Go_Defs	Slim_GO:IDS	Slim_Go_Defs
335	GO:0005432	calcium:sodium antiporter activity	GO:0015318	inorganic molecular entity transmembrane transporter activity
336	GO:0005509	calcium ion binding	GO:0016491	oxidoreductase activity
337	GO:0005509	calcium ion binding	GO:0030674	protein-macromolecule adaptor activity
338	GO:0005509	calcium ion binding	GO:0046872	metal ion binding
339	GO:0005509	calcium ion binding	GO:0050789	regulation of biological process
340	GO:0005524	ATP binding	GO:0000166	nucleotide binding
341	GO:0005524	ATP binding	GO:0005488	binding
342	GO:0005524	ATP binding	GO:0016301	kinase activity
343	GO:0005524	ATP binding	GO:0016491	oxidoreductase activity
344	GO:0005524	ATP binding	GO:0016779	nucleotidyltransferase activity
345	GO:0005524	ATP binding	GO:0022857	transmembrane transporter activity
346	GO:0005524	ATP binding	GO:0030554	adenyl nucleotide binding
347	GO:0005524	ATP binding	GO:0031323	regulation of cellular metabolic process
348	GO:0005524	ATP binding	GO:0043167	ion binding
349	GO:0005524	ATP binding	GO:0044255	cellular lipid metabolic process
350	GO:0005524	ATP binding	GO:0065008	regulation of biological quality
351	GO:0005524	ATP binding	GO:0097367	carbohydrate derivative binding
352	GO:0005524	ATP binding	GO:0110165	cellular anatomical entity
353	GO:0005525	GTP binding	GO:0000166	nucleotide binding
354	GO:0005525	GTP binding	GO:0005488	binding
355	GO:0005525	GTP binding	GO:0008152	metabolic process
356	GO:0005525	GTP binding	GO:0008168	methyltransferase activity
357	GO:0005525	GTP binding	GO:0009056	catabolic process
358	GO:0005525	GTP binding	GO:0048856	anatomical structure development
359	GO:0005525	GTP binding	GO:0098926	postsynaptic signal transduction
360	GO:0005536	glucose binding	GO:0030246	carbohydrate binding
361	GO:0005536	glucose binding	GO:0036094	small molecule binding
362	GO:0005669	transcription factor TFIID complex	GO:0140513	nuclear protein-containing complex
363	GO:0005741	mitochondrial outer membrane	GO:0016020	membrane
364	GO:0005741	mitochondrial outer membrane	GO:0019867	outer membrane
365	GO:0005741	mitochondrial outer membrane	GO:0065003	protein-containing complex assembly
366	GO:0005741	mitochondrial outer membrane	GO:0140096	catalytic activity, acting on a protein
367	GO:0005743	mitochondrial inner membrane	GO:0016020	membrane
368	GO:0005743	mitochondrial inner membrane	GO:0016491	oxidoreductase activity
369	GO:0005743	mitochondrial inner membrane	GO:0032259	methylation
370	GO:0005743	mitochondrial inner membrane	GO:0042445	hormone metabolic process
371	GO:0005743	mitochondrial inner membrane	GO:0048878	chemical homeostasis
372	GO:0005743	mitochondrial inner membrane	GO:0140096	catalytic activity, acting on a protein
373	GO:0005747	mitochondrial respiratory chain complex I	GO:0030674	protein-macromolecule adaptor activity
374	GO:0005747	mitochondrial respiratory chain complex I	GO:0030964	NADH dehydrogenase complex
375	GO:0005759	mitochondrial matrix	GO:0021700	developmental maturation
376	GO:0005763	mitochondrial small ribosomal subunit	GO:0015935	small ribosomal subunit
377	GO:0005763	mitochondrial small ribosomal subunit	GO:0022414	reproductive process
378	GO:0005770	late endosome	GO:0005768	endosome
379	GO:0005776	autophagosome	GO:0005773	vacuole
380	GO:0005787	signal peptidase complex	GO:0006139	nucleobase-containing compound metabolic process
381	GO:0005787	signal peptidase complex	GO:0006725	cellular aromatic compound metabolic process
382	GO:0005787	signal peptidase complex	GO:0006793	phosphorus metabolic process
383	GO:0005787	signal peptidase complex	GO:0006807	nitrogen compound metabolic process
384	GO:0005787	signal peptidase complex	GO:0009058	biosynthetic process
385	GO:0005787	signal peptidase complex	GO:0009117	nucleotide metabolic process
386	GO:0005787	signal peptidase complex	GO:0032991	protein-containing complex
387	GO:0005787	signal peptidase complex	GO:0034641	cellular nitrogen compound metabolic process
388	GO:0005787	signal peptidase complex	GO:0046483	heterocycle metabolic process
389	GO:0005787	signal peptidase complex	GO:0055086	nucleobase-containing small molecule metabolic process
390	GO:0005787	signal peptidase complex	GO:0098796	membrane protein complex
391	GO:0005787	signal peptidase complex	GO:1901135	carbohydrate derivative metabolic process
392	GO:0005788	endoplasmic reticulum lumen	GO:0006352	DNA-templated transcription initiation
393	GO:0005788	endoplasmic reticulum lumen	GO:0019222	regulation of metabolic process
394	GO:0005789	endoplasmic reticulum membrane	GO:0016020	membrane
395	GO:0005789	endoplasmic reticulum membrane	GO:0016740	transferase activity
396	GO:0005789	endoplasmic reticulum membrane	GO:0019222	regulation of metabolic process
397	GO:0005814	centriole	GO:0043232	intracellular non-membrane-bounded organelle
398	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	GO:0005849	mRNA cleavage factor complex
399	GO:0005868	cytoplasmic dynein complex	GO:0006793	phosphorus metabolic process
400	GO:0005868	cytoplasmic dynein complex	GO:0006807	nitrogen compound metabolic process
401	GO:0005868	cytoplasmic dynein complex	GO:0009058	biosynthetic process
402	GO:0005868	cytoplasmic dynein complex	GO:0009987	cellular process
403	GO:0005868	cytoplasmic dynein complex	GO:0046483	heterocycle metabolic process
404	GO:0005868	cytoplasmic dynein complex	GO:0051189	prosthetic group metabolic process
405	GO:0005868	cytoplasmic dynein complex	GO:1902494	catalytic complex
406	GO:0005881	cytoplasmic microtubule	GO:0016798	hydrolase activity, acting on glycosyl bonds
407	GO:0005882	intermediate filament	GO:0002376	immune system process
408	GO:0005882	intermediate filament	GO:0006139	nucleobase-containing compound metabolic process
409	GO:0005882	intermediate filament	GO:0006725	cellular aromatic compound metabolic process
410	GO:0005882	intermediate filament	GO:0006793	phosphorus metabolic process
411	GO:0005882	intermediate filament	GO:0006807	nitrogen compound metabolic process
412	GO:0005882	intermediate filament	GO:0009058	biosynthetic process
413	GO:0005882	intermediate filament	GO:0009117	nucleotide metabolic process
414	GO:0005882	intermediate filament	GO:0022857	transmembrane transporter activity
415	GO:0005882	intermediate filament	GO:0033043	regulation of organelle organization
416	GO:0005882	intermediate filament	GO:0034641	cellular nitrogen compound metabolic process
417	GO:0005882	intermediate filament	GO:0038023	signaling receptor activity
418	GO:0005882	intermediate filament	GO:0044237	cellular metabolic process
419	GO:0005882	intermediate filament	GO:0046483	heterocycle metabolic process
420	GO:0005882	intermediate filament	GO:0050794	regulation of cellular process
421	GO:0005882	intermediate filament	GO:0055086	nucleobase-containing small molecule metabolic process
422	GO:0005882	intermediate filament	GO:1901135	carbohydrate derivative metabolic process
423	GO:0005882	intermediate filament	GO:1902494	catalytic complex
424	GO:0005911	cell-cell junction	GO:0006397	mRNA processing
425	GO:0005923	bicellular tight junction	GO:0140096	catalytic activity, acting on a protein
426	GO:0005925	focal adhesion	GO:1901135	carbohydrate derivative metabolic process
427	GO:0006072	glycerol-3-phosphate metabolic process	GO:0006082	organic acid metabolic process
428	GO:0006072	glycerol-3-phosphate metabolic process	GO:0006793	phosphorus metabolic process
429	GO:0006072	glycerol-3-phosphate metabolic process	GO:0006807	nitrogen compound metabolic process
430	GO:0006072	glycerol-3-phosphate metabolic process	GO:0019222	regulation of metabolic process
431	GO:0006072	glycerol-3-phosphate metabolic process	GO:0044283	small molecule biosynthetic process
432	GO:0006072	glycerol-3-phosphate metabolic process	GO:0048519	negative regulation of biological process
433	GO:0006072	glycerol-3-phosphate metabolic process	GO:0048523	negative regulation of cellular process
434	GO:0006072	glycerol-3-phosphate metabolic process	GO:0050794	regulation of cellular process
435	GO:0006072	glycerol-3-phosphate metabolic process	GO:0051726	regulation of cell cycle
436	GO:0006096	glycolytic process	GO:0005975	carbohydrate metabolic process
437	GO:0006096	glycolytic process	GO:0006090	pyruvate metabolic process
438	GO:0006096	glycolytic process	GO:0006091	generation of precursor metabolites and energy
439	GO:0006096	glycolytic process	GO:0008152	metabolic process
440	GO:0006096	glycolytic process	GO:0009056	catabolic process
441	GO:0006096	glycolytic process	GO:0016829	lyase activity
442	GO:0006096	glycolytic process	GO:0048878	chemical homeostasis
443	GO:0006099	tricarboxylic acid cycle	GO:0008168	methyltransferase activity
444	GO:0006099	tricarboxylic acid cycle	GO:0019222	regulation of metabolic process
445	GO:0006099	tricarboxylic acid cycle	GO:0031323	regulation of cellular metabolic process
446	GO:0006099	tricarboxylic acid cycle	GO:0044238	primary metabolic process
447	GO:0006099	tricarboxylic acid cycle	GO:1990904	ribonucleoprotein complex
448	GO:0006165	obsolete nucleoside diphosphate phosphorylation	GO:0031323	regulation of cellular metabolic process
449	GO:0006165	obsolete nucleoside diphosphate phosphorylation	GO:0032991	protein-containing complex
450	GO:0006165	obsolete nucleoside diphosphate phosphorylation	GO:0040029	epigenetic regulation of gene expression
451	GO:0006165	obsolete nucleoside diphosphate phosphorylation	GO:0098796	membrane protein complex
452	GO:0006165	obsolete nucleoside diphosphate phosphorylation	GO:0140096	catalytic activity, acting on a protein
453	GO:0006166	purine ribonucleoside salvage	GO:0009116	nucleoside metabolic process
454	GO:0006166	purine ribonucleoside salvage	GO:0016746	acyltransferase activity
455	GO:0006166	purine ribonucleoside salvage	GO:0022857	transmembrane transporter activity
456	GO:0006166	purine ribonucleoside salvage	GO:0043101	purine-containing compound salvage
457	GO:0006182	cGMP biosynthetic process	GO:0009117	nucleotide metabolic process
458	GO:0006183	GTP biosynthetic process	GO:0006974	DNA damage response
459	GO:0006183	GTP biosynthetic process	GO:0008168	methyltransferase activity
460	GO:0006183	GTP biosynthetic process	GO:0009117	nucleotide metabolic process
461	GO:0006228	UTP biosynthetic process	GO:0006793	phosphorus metabolic process
462	GO:0006228	UTP biosynthetic process	GO:0008168	methyltransferase activity
463	GO:0006228	UTP biosynthetic process	GO:0048583	regulation of response to stimulus
464	GO:0006228	UTP biosynthetic process	GO:0050789	regulation of biological process
465	GO:0006228	UTP biosynthetic process	GO:0050794	regulation of cellular process
466	GO:0006228	UTP biosynthetic process	GO:0080134	regulation of response to stress
467	GO:0006228	UTP biosynthetic process	GO:0098798	mitochondrial protein-containing complex
468	GO:0006241	CTP biosynthetic process	GO:0006793	phosphorus metabolic process
469	GO:0006241	CTP biosynthetic process	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
470	GO:0006241	CTP biosynthetic process	GO:0035556	intracellular signal transduction
471	GO:0006241	CTP biosynthetic process	GO:0050789	regulation of biological process
472	GO:0006241	CTP biosynthetic process	GO:0050794	regulation of cellular process
473	GO:0006241	CTP biosynthetic process	GO:0098796	membrane protein complex
474	GO:0006289	nucleotide-excision repair	GO:0006281	DNA repair
475	GO:0006302	double-strand break repair	GO:0006887	exocytosis
476	GO:0006302	double-strand break repair	GO:0015318	inorganic molecular entity transmembrane transporter activity
477	GO:0006338	chromatin remodeling	GO:0006325	chromatin organization
478	GO:0006338	chromatin remodeling	GO:0009987	cellular process
479	GO:0006338	chromatin remodeling	GO:0016020	membrane
480	GO:0006338	chromatin remodeling	GO:0022857	transmembrane transporter activity
481	GO:0006357	regulation of transcription by RNA polymerase II	GO:0006355	regulation of DNA-templated transcription
482	GO:0006357	regulation of transcription by RNA polymerase II	GO:0009058	biosynthetic process
483	GO:0006357	regulation of transcription by RNA polymerase II	GO:0019222	regulation of metabolic process
484	GO:0006357	regulation of transcription by RNA polymerase II	GO:0031324	negative regulation of cellular metabolic process
485	GO:0006357	regulation of transcription by RNA polymerase II	GO:0046872	metal ion binding
486	GO:0006357	regulation of transcription by RNA polymerase II	GO:0050794	regulation of cellular process
487	GO:0006357	regulation of transcription by RNA polymerase II	GO:0098796	membrane protein complex
488	GO:0006400	tRNA modification	GO:0008033	tRNA processing
489	GO:0006400	tRNA modification	GO:0009451	RNA modification
490	GO:0006400	tRNA modification	GO:0110165	cellular anatomical entity
491	GO:0006465	signal peptide processing	GO:0006518	peptide metabolic process
492	GO:0006465	signal peptide processing	GO:0016485	protein processing
493	GO:0006511	ubiquitin-dependent protein catabolic process	GO:0006082	organic acid metabolic process
494	GO:0006511	ubiquitin-dependent protein catabolic process	GO:0009057	macromolecule catabolic process
495	GO:0006511	ubiquitin-dependent protein catabolic process	GO:0051603	proteolysis involved in protein catabolic process
496	GO:0006559	L-phenylalanine catabolic process	GO:0006082	organic acid metabolic process
497	GO:0006559	L-phenylalanine catabolic process	GO:0006139	nucleobase-containing compound metabolic process
498	GO:0006559	L-phenylalanine catabolic process	GO:0006520	amino acid metabolic process
499	GO:0006559	L-phenylalanine catabolic process	GO:0009058	biosynthetic process
500	GO:0006559	L-phenylalanine catabolic process	GO:0044237	cellular metabolic process
501	GO:0006559	L-phenylalanine catabolic process	GO:0044283	small molecule biosynthetic process
502	GO:0006559	L-phenylalanine catabolic process	GO:0048523	negative regulation of cellular process
503	GO:0006559	L-phenylalanine catabolic process	GO:0050789	regulation of biological process
